"year","doy","Lat","Long","Tmax","Tmin","Prcp","elev","siteDesc"
2016,48,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,50,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,57,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,62,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,42,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,48,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,56,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,62,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,70,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,42,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,56,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,61,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,81,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,42,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,56,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,61,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,70,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,42,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,56,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,61,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,70,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,75,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,81,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,42,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,56,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,61,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,70,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,42,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,56,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,61,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,42,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,56,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,61,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,43,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,48,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,50,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,57,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,62,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,70,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,42,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,48,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,53,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,55,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,62,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,65,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,70,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,77,40.402924,-104.69751,17.73,1.84,195,1450,"Urban"
2016,95,35.57822,-82.557732,20.99,6.66,131,631,"Urban"
2016,83,36.621288,-81.148575,17.84,4.15,255,812,"Rural"
2016,116,36.621288,-81.148575,17.84,4.15,255,812,"Rural"
2016,83,36.621288,-81.148575,17.84,4.15,255,812,"Rural"
2016,83,36.621288,-81.148575,17.84,4.15,255,812,"Rural"
2016,83,36.621288,-81.148575,17.84,4.15,255,812,"Rural"
2016,116,36.621288,-81.148575,17.84,4.15,255,812,"Rural"
2016,97,35.497227,-82.608856,20.66,6.38,168,673,"Urban"
2016,90,35.497227,-82.608856,20.66,6.38,168,673,"Urban"
2016,88,44.957684,-93.303474,14.65,4.04,213,263,"Urban"
2016,123,42.275463,-73.59787,15.15,2.17,206,221,"Rural"
2016,118,42.275463,-73.59787,15.15,2.17,206,221,"Rural"
2016,51,35.230724,-82.729324,20.97,6.54,209,669,"Urban"
2016,51,35.230724,-82.729324,20.97,6.54,209,669,"Urban"
2016,88,36.615578,-88.321381,21.52,9.29,566,161,"Urban"
2016,102,36.615578,-88.321381,21.52,9.29,566,161,"Urban"
2016,88,36.615578,-88.321381,21.52,9.29,566,161,"Urban"
2016,102,36.615578,-88.321381,21.52,9.29,566,161,"Urban"
2016,88,36.615578,-88.321381,21.52,9.29,566,161,"Urban"
2016,88,36.615578,-88.321381,21.52,9.29,566,161,"Urban"
2016,95,36.615578,-88.321381,21.52,9.29,566,161,"Urban"
2016,114,41.856613,-73.620338,15.46,2.69,202,251,"Rural"
2016,107,45.324078,-93.891396,14.26,2.86,180,293,"Rural"
2016,110,39.980976,-82.411469,17.95,5.23,259,299,"Rural"
2016,88,39.264065,-77.769371,17.8,5.54,283,233,"Rural"
2016,95,39.264065,-77.769371,17.8,5.54,283,233,"Rural"
2016,131,44.41692,-68.511009,11.56,0.52,239,26,"Rural"
2016,130,43.821156,-69.593506,11.9,2.04,227,14,"Rural"
2016,130,43.821156,-69.593506,11.9,2.04,227,14,"Rural"
2016,136,42.270908,-73.59346,15.15,2.17,206,212,"Rural"
2016,136,42.270908,-73.59346,15.15,2.17,206,212,"Rural"
2017,105,42.283501,-83.771729,14.42,3.15,317,275,"Urban"
2017,84,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,106,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,120,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,84,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,103,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,106,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,120,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,82,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,103,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,120,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,103,40.866283,-73.875717,15.4,6.16,410,21,"Urban"
2017,127,47.143215,-93.431,10.54,-1.94,168,394,"Rural"
2017,95,36.440838,-84.323586,20.91,7.97,621,384,"Rural"
2017,95,36.440838,-84.323586,20.91,7.97,621,384,"Rural"
2017,95,36.440838,-84.323586,20.91,7.97,621,384,"Rural"
2017,92,36.902622,-76.206039,20.99,10.58,449,3,"Urban"
2017,92,36.904579,-76.19651,20.95,10.63,451,2,"Urban"
2017,92,36.90799,-76.196022,20.95,10.63,451,1,"Urban"
2017,124,45.195858,-70.45369,7.94,-3.41,301,360,"Rural"
2017,124,45.195858,-70.45369,7.94,-3.41,301,360,"Rural"
2017,117,43.012966,-73.649918,13.63,2.16,336,108,"Rural"
2017,117,43.012966,-73.649918,13.63,2.16,336,108,"Rural"
2017,117,43.012966,-73.649918,13.63,2.16,336,108,"Rural"
2017,107,42.456135,-72.344215,11.9,0.6,357,253,"Rural"
2017,117,43.078892,-85.627914,14.08,2.55,313,240,"Rural"
2017,117,43.078892,-85.627914,14.08,2.55,313,240,"Rural"
2017,117,43.078892,-85.627914,14.08,2.55,313,240,"Rural"
2017,105,43.522804,-70.802277,10.55,-0.89,419,207,"Rural"
2017,118,43.999718,-69.55117,10.74,0.95,332,28,"Rural"
2017,135,44.394394,-69.311577,9.57,-0.07,299,157,"Rural"
2017,91,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,98,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,104,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,91,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,98,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,105,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,115,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,91,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,98,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,105,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,122,41.745537,-74.119392,14.57,2.76,386,89,"Rural"
2017,100,41.78577,-73.731003,14.01,2.46,375,126,"Rural"
2017,107,41.78577,-73.731003,14.01,2.46,375,126,"Rural"
2017,116,41.78577,-73.731003,14.01,2.46,375,126,"Rural"
2017,101,42.020794,-74.243362,13.18,1.55,432,254,"Rural"
2017,101,42.020794,-74.243362,13.18,1.55,432,254,"Rural"
2017,72,30.794411,-86.533607,26.7,13.71,195,60,"Rural"
2017,59,30.794411,-86.533607,26.7,13.71,195,60,"Rural"
2017,87,37.227238,-80.424202,17.92,6.01,396,622,"Rural"
2017,86,38.216927,-85.762497,21.25,9.65,376,138,"Urban"
2017,86,38.216927,-85.762497,21.25,9.65,376,138,"Urban"
2017,108,40.669498,-73.965942,15.34,6.1,408,42,"Urban"
2017,108,40.669498,-73.965942,15.34,6.1,408,42,"Urban"
2017,108,40.669498,-73.965942,15.34,6.1,408,42,"Urban"
2017,93,39.085098,-79.458397,12.75,2.24,484,1118,"Rural"
2017,146,41.820065,-69.965591,11.18,4.25,349,0,"Rural"
2017,135,41.820065,-69.965591,11.18,4.25,349,0,"Rural"
2017,135,41.820065,-69.965591,11.18,4.25,349,0,"Rural"
2017,135,41.820065,-69.965591,11.18,4.25,349,0,"Rural"
2017,153,41.820065,-69.965591,11.18,4.25,349,0,"Rural"
2017,135,41.820065,-69.965591,11.18,4.25,349,0,"Rural"
2017,156,41.820065,-69.965591,11.18,4.25,349,0,"Rural"
2017,134,40.031715,-77.305557,15.66,4.48,351,260,"Rural"
2017,134,40.031715,-77.305557,15.66,4.48,351,260,"Rural"
2017,134,40.031715,-77.305557,15.66,4.48,351,260,"Rural"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,58,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,47,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,54,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,58,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,47,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,54,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,58,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,47,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,54,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,58,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,76,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,47,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,54,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,59,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,76,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,93,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,96,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,58,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,76,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,58,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,58,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,96,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,58,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,44,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,47,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,51,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,54,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,58,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,61,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,76,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,100,40.402924,-104.69751,20.25,2.52,241,1450,"Urban"
2017,55,35.577221,-82.600479,20.3,7.02,444,654,"Urban"
2017,83,35.57822,-82.557732,20.45,7.34,446,631,"Urban"
2017,95,35.497227,-82.608856,20.13,6.92,469,673,"Urban"
2017,95,35.497227,-82.608856,20.13,6.92,469,673,"Urban"
2017,114,42.275463,-73.59787,12.84,1.51,348,221,"Rural"
2017,114,42.275463,-73.59787,12.84,1.51,348,221,"Rural"
2017,123,36.615578,-88.321381,21.92,9.88,504,161,"Urban"
2017,88,36.615578,-88.321381,21.92,9.88,504,161,"Urban"
2017,88,36.615578,-88.321381,21.92,9.88,504,161,"Urban"
2017,88,36.615578,-88.321381,21.92,9.88,504,161,"Urban"
2017,95,36.615578,-88.321381,21.92,9.88,504,161,"Urban"
2017,104,41.866013,-73.953369,14.48,2.58,389,11,"Rural"
2017,108,41.866013,-73.953369,14.48,2.58,389,11,"Rural"
2017,117,42.270908,-73.59346,12.84,1.51,348,212,"Rural"
2017,117,42.757748,-75.664848,10.89,0.02,459,452,"Rural"
2017,54,40.665085,-73.963432,15.42,6.27,398,28,"Urban"
2017,101,40.665085,-73.963432,15.42,6.27,398,28,"Urban"
2017,137,43.825253,-70.287125,10.68,0.49,377,55,"Rural"
2017,123,44.94603,-93.243683,12.93,2.64,283,262,"Urban"
2017,69,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,69,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,69,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,69,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,82,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,74,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,53,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,74,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,82,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,74,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,82,30.321651,-89.936882,26.27,15.16,478,0,"Urban"
2017,107,46.933422,-92.138855,9.08,-2.42,252,421,"Rural"
2017,86,35.608395,-82.446205,20.05,7.36,505,640,"Rural"
2017,86,35.608395,-82.446205,20.05,7.36,505,640,"Rural"
2017,86,35.608395,-82.446205,20.05,7.36,505,640,"Rural"
2017,62,30.05377,-89.880486,25.98,16.35,504,0,"Urban"
2017,74,30.05377,-89.880486,25.98,16.35,504,0,"Urban"
2017,87,37.22905,-80.418045,17.92,6.01,396,627,"Urban"
2017,110,42.346191,-72.501717,13.66,1.95,335,51,"Rural"
2017,116,42.346191,-72.501717,13.66,1.95,335,51,"Rural"
2017,87,37.228481,-80.4226,17.92,6.01,396,625,"Urban"
2018,121,42.283501,-83.771729,NA,NA,NA,275,"Urban"
2018,111,40.866283,-73.875717,NA,NA,NA,21,"Urban"
2018,111,40.866283,-73.875717,NA,NA,NA,21,"Urban"
2018,116,40.866283,-73.875717,NA,NA,NA,21,"Urban"
2018,111,40.866283,-73.875717,NA,NA,NA,21,"Urban"
2018,116,40.866283,-73.875717,NA,NA,NA,21,"Urban"
2018,120,47.143215,-93.431,NA,NA,NA,394,"Rural"
2018,146,47.143215,-93.431,NA,NA,NA,394,"Rural"
2018,93,36.440838,-84.323586,NA,NA,NA,384,"Rural"
2018,90,36.440838,-84.323586,NA,NA,NA,384,"Rural"
2018,93,36.440838,-84.323586,NA,NA,NA,384,"Rural"
2018,95,36.902622,-76.206039,NA,NA,NA,3,"Urban"
2018,95,36.904579,-76.19651,19.63,9.42,396,2,"Urban"
2018,124,45.195858,-70.45369,NA,NA,NA,360,"Rural"
2018,124,45.195858,-70.45369,NA,NA,NA,360,"Rural"
2018,129,43.012966,-73.649918,NA,NA,NA,108,"Rural"
2018,129,43.012966,-73.649918,NA,NA,NA,108,"Rural"
2018,129,43.012966,-73.649918,NA,NA,NA,108,"Rural"
2018,124,42.456135,-72.344215,12.53,0.21,356,253,"Rural"
2018,123,43.078892,-85.627914,NA,NA,NA,240,"Rural"
2018,123,43.078892,-85.627914,NA,NA,NA,240,"Rural"
2018,109,43.522804,-70.802277,NA,NA,NA,207,"Rural"
2018,105,43.999718,-69.55117,NA,NA,NA,28,"Rural"
2018,78,41.745537,-74.119392,NA,NA,NA,89,"Rural"
2018,113,41.745537,-74.119392,NA,NA,NA,89,"Rural"
2018,116,41.745537,-74.119392,NA,NA,NA,89,"Rural"
2018,121,41.745537,-74.119392,NA,NA,NA,89,"Rural"
2018,118,41.745537,-74.119392,NA,NA,NA,89,"Rural"
2018,103,41.78577,-73.731003,NA,NA,NA,126,"Rural"
2018,117,41.78577,-73.731003,NA,NA,NA,126,"Rural"
2018,122,41.78577,-73.731003,NA,NA,NA,126,"Rural"
2018,103,41.78577,-73.731003,NA,NA,NA,126,"Rural"
2018,117,41.78577,-73.731003,NA,NA,NA,126,"Rural"
2018,122,41.78577,-73.731003,NA,NA,NA,126,"Rural"
2018,99,42.515305,-74.140076,NA,NA,NA,417,"Rural"
2018,127,42.515305,-74.140076,NA,NA,NA,417,"Rural"
2018,96,38.216927,-85.762497,NA,NA,NA,138,"Urban"
2018,104,40.669498,-73.965942,NA,NA,NA,42,"Urban"
2018,104,40.669498,-73.965942,NA,NA,NA,42,"Urban"
2018,104,40.669498,-73.965942,NA,NA,NA,42,"Urban"
2018,115,42.366829,-71.257408,NA,NA,NA,53,"Urban"
2018,115,42.366829,-71.257408,NA,NA,NA,53,"Urban"
2018,115,42.366829,-71.257408,NA,NA,NA,53,"Urban"
2018,115,42.366829,-71.257408,NA,NA,NA,53,"Urban"
2018,112,42.423668,-76.331558,NA,NA,NA,432,"Rural"
2018,122,42.423668,-76.331558,NA,NA,NA,432,"Rural"
2018,134,42.423668,-76.331558,NA,NA,NA,432,"Rural"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,47,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,99,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,99,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,70,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,70,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,101,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,47,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,75,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,96,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,99,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,47,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,75,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,99,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,47,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,68,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,96,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,99,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,47,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,99,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,44,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,51,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,56,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,58,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,65,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,73,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,79,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,85,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,99,40.402924,-104.69751,14.86,0.15,156,1450,"Urban"
2018,88,35.497227,-82.608856,NA,NA,NA,673,"Urban"
2018,88,35.497227,-82.608856,NA,NA,NA,673,"Urban"
2018,117,35.497227,-82.608856,NA,NA,NA,673,"Urban"
2018,123,42.275463,-73.59787,NA,NA,NA,221,"Rural"
2018,123,42.275463,-73.59787,NA,NA,NA,221,"Rural"
2018,121,41.866013,-73.953369,0,0,0,11,"Rural"
2018,121,41.866013,-73.953369,0,0,0,11,"Rural"
2018,124,41.866013,-73.953369,0,0,0,11,"Rural"
